2026-06-23 10:32:36
bitcoin,64104
ethereum,1728.94
solana,71.83
bitcoin,64169
ethereum,1732.33
solana,71.91
bitcoin,64169
ethereum,1732.33
solana,71.91
bitcoin,64173
ethereum,1732.08
solana,71.92
bitcoin,64145
ethereum,1731.29
solana,71.92
bitcoin,64129
ethereum,1731.06
solana,71.91
bitcoin,62606
ethereum,1668.43
solana,69.28
bitcoin,60183
ethereum,1577.22
solana,71.46
bitcoin,60179
ethereum,1577.19
solana,71.46
